x,y
8.95053577423096,0.0235763378441334
8.95053672790527,0.0235718116164207
8.95054531097412,0.0235664620995522
8.9505615234375,0.0235522855073214
8.95057201385498,0.0235566776245832
8.95057582855225,0.0235745254904032
8.95057392120361,0.0236016642302275
8.95057201385498,0.0236364416778088
8.94988822937012,0.027988625690341
8.9364767074585,0.112911999225616
8.9027738571167,0.316171646118164
8.85058307647705,0.594063103199005
8.82261943817139,0.782533824443817
8.80953216552734,0.97227555513382
8.839280128479,1.24571251869202
8.92710399627686,1.58911466598511
8.98989582061768,1.87797391414642
9.02218151092529,2.1354968547821
9.03634071350098,2.36939549446106
8.9987211227417,2.70355653762817
8.95329284667969,2.98274397850037
8.89598560333252,3.30083155632019
8.83936500549316,3.61921095848083
8.78820323944092,3.89995551109314
8.75652313232422,4.19240617752075
8.73334407806396,4.51553678512573
8.70928001403809,4.83785009384155
8.68945217132568,5.12092304229736
8.66949367523193,5.40356779098511
8.64465427398682,5.74651432037354
8.62894248962402,6.0551643371582
8.61300468444824,6.41911172866821
8.59899997711182,6.74259233474731
8.58862972259521,6.98529005050659
8.57472324371338,7.3087911605835
8.56081581115723,7.63239622116089
8.54854297637939,7.91547298431396
8.53784561157227,8.15820217132568
8.52390480041504,8.48170566558838
8.511549949646,8.7648754119873
8.49727344512939,9.0882740020752
8.48744487762451,9.40978050231934
8.4759349822998,9.69050025939941
8.46238994598389,9.97324466705322
8.44960975646973,10.296314239502
8.43865776062012,10.5768213272095
8.41848945617676,10.8594741821289
8.3981761932373,11.1412763595581
8.38141059875488,11.4240884780884
8.36613750457764,11.7065658569336
8.35020160675049,12.0285778045654
8.33718109130859,12.3089838027954
8.33010101318359,12.5911445617676
8.30909538269043,12.8723745346069
8.28080081939697,13.1545944213867
8.25076961517334,13.4360237121582
8.22079277038574,13.7176027297974
8.19209861755371,13.9892768859863
8.1624231338501,14.2496585845947
8.10035991668701,14.5137605667114
8.03003883361816,14.7878341674805
7.94941234588623,15.1013431549072
7.87940979003906,15.3755807876587
7.78915023803711,15.7282705307007
7.70865821838379,16.0416259765625
7.63171768188477,16.3393440246582
7.55008220672607,16.613151550293
7.45795822143555,16.8323249816895
7.28719520568848,17.0836982727051
7.14913463592529,17.2808074951172
6.93913078308105,17.5776081085205
6.73212242126465,17.8755722045898
6.56747245788574,18.1022701263428
6.42167091369629,18.296257019043
6.26966667175293,18.4990425109863
6.15286350250244,18.6477851867676
6.01691150665283,18.793212890625
5.81174468994141,18.9781455993652
5.63073444366455,19.1395244598389
5.44928598403931,19.3008995056152
5.23786926269531,19.4887962341309
5.05568981170654,19.6494617462158
4.87425470352173,19.8094539642334
4.69156455993652,19.9677829742432
4.50858449935913,20.126443862915
4.30340433120728,20.3053722381592
4.10216951370239,20.4659023284912
3.91702079772949,20.5778369903564
3.68577814102173,20.6649360656738
3.34752511978149,20.7590847015381
3.03636169433594,20.8475666046143
2.68614530563354,20.9423160552979
2.37414646148682,21.0269260406494
2.06204795837402,21.1103820800781
1.71084690093994,21.204065322876
1.43751049041748,21.2767791748047
1.12541913986206,21.3592624664307
0.847964286804199,21.427770614624
0.609021186828613,21.4607334136963
0.347704887390137,21.4574222564697
0.0280933380126953,21.4267654418945
-0.293978691101074,21.3955821990967
-0.615548133850098,21.3647060394287
-0.954770088195801,21.3310260772705
-1.13853549957275,21.300012588501
-1.35027408599854,21.2332305908203
-1.58329391479492,21.1058731079102
-1.7786750793457,20.979944229126
-1.98145389556885,20.8472633361816
-2.21811199188232,20.6926937103271
-2.42013168334961,20.5589427947998
-2.622389793396,20.4257850646973
-2.85868549346924,20.2699546813965
-3.06094455718994,20.1366481781006
-3.33042907714844,19.9582061767578
-3.56602478027344,19.8024711608887
-3.83581447601318,19.624303817749
-4.01962661743164,19.5015697479248
-4.18199634552002,19.368293762207
-4.28998374938965,19.2503643035889
-4.38900661468506,19.1035594940186
-4.51452732086182,18.9150085449219
-4.66960620880127,18.6783065795898
-4.80277538299561,18.4761199951172
-4.92176532745361,18.2900791168213
-5.02800273895264,18.0986881256104
-5.1039981842041,17.9193649291992
-5.18502902984619,17.6961479187012
-5.2931432723999,17.3917388916016
-5.417067527771,17.0497627258301
-5.49957180023193,16.8215160369873
-5.58608436584473,16.5790157318115
-5.64969348907471,16.3689117431641
-5.68639850616455,16.1747856140137
-5.71899700164795,15.896107673645
-5.74713611602783,15.6146974563599
-5.78411769866943,15.2531127929688
-5.81420612335205,15.0119409561157
-5.84072303771973,14.7908039093018
-5.8526086807251,14.5965909957886
-5.84924697875977,14.4234476089478
-5.82849407196045,14.2560806274414
-5.76528835296631,14.0078115463257
-5.69147872924805,13.7773675918579
-5.60296726226807,13.5093193054199
-5.51505374908447,13.2412757873535
-5.43990421295166,13.0113649368286
-5.35227489471436,12.7430477142334
-5.27683353424072,12.5135097503662
-5.1885232925415,12.2458295822144
-5.11170864105225,12.015944480896
-5.03479480743408,11.7867403030396
-4.94754886627197,11.5185127258301
-4.84570980072021,11.216835975647
-4.73306941986084,10.8824577331543
-4.66083145141602,10.6927642822266
-4.53021240234375,10.4470052719116
-4.3901309967041,10.264856338501
-4.20640754699707,10.0518217086792
-4.02220058441162,9.83832740783691
-3.83726787567139,9.62525749206543
-3.65383243560791,9.4109411239624
-3.49650192260742,9.2263765335083
-3.31219863891602,9.01387119293213
-3.12915897369385,8.80450057983398
-2.97086811065674,8.62771129608154
-2.80733394622803,8.46461963653564
-2.59500789642334,8.28512001037598
